Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YPR088C	YCL037C	SRP54	SRO9	Affinity Capture-MS	Gavin AC et al	11805826
YPR088C	YKL122C	SRP54	SRP21	Affinity Capture-MS	Gavin AC et al	11805826
YPR088C	YPL243W	SRP54	SRP68	Affinity Capture-MS	Gavin AC et al	11805826
YPR088C	YPL210C	SRP54	SRP72	Affinity Capture-MS	Gavin AC et al	11805826
YNL138W	YFL039C	SRV2	ACT1	Affinity Capture-MS	Gavin AC et al	11805826
YAL005C	YPR010C	SSA1	RPA135	Affinity Capture-MS	Gavin AC et al	11805826
YAL005C	YOR151C	SSA1	RPB2	Affinity Capture-MS	Gavin AC et al	11805826
YPL106C	YMR116C	SSE1	ASC1	Affinity Capture-MS	Gavin AC et al	11805826
YPL106C	YGL206C	SSE1	CHC1	Affinity Capture-MS	Gavin AC et al	11805826
YPL106C	YML028W	SSE1	TSA1	Affinity Capture-MS	Gavin AC et al	11805826
YPL106C	YGR234W	SSE1	YHB1	Affinity Capture-MS	Gavin AC et al	11805826
YBR169C	YGL206C	SSE2	CHC1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YPR016C	SSF1	TIF6	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YDL031W	SSF1	DBP10	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YLR276C	SSF1	DBP9	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YLL008W	SSF1	DRS1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YKL172W	SSF1	EBP2	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YMR049C	SSF1	ERB1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YMR290C	SSF1	HAS1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YBR142W	SSF1	MAK5	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YPL211W	SSF1	NIP7	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YPL093W	SSF1	NOG1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YNL061W	SSF1	NOP2	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YPL043W	SSF1	NOP4	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YNL002C	SSF1	RLP7	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YHR088W	SSF1	RPF1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YDR060W	SSF1	MAK21	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YDR496C	SSF1	PUF6	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YLR249W	SSF1	YEF3	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YGL111W	SSF1	NSA1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YGR103W	SSF1	NOP7	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YHR052W	SSF1	CIC1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YKL014C	SSF1	URB1	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YKR081C	SSF1	RPF2	Affinity Capture-MS	Gavin AC et al	11805826
YHR066W	YOR206W	SSF1	NOC2	Affinity Capture-MS	Gavin AC et al	11805826
YLR005W	YLR347C	SSL1	KAP95	Affinity Capture-MS	Gavin AC et al	11805826
YLR005W	YDR311W	SSL1	TFB1	Affinity Capture-MS	Gavin AC et al	11805826
YDR311W	YLR005W	TFB1	SSL1	Affinity Capture-MS	Gavin AC et al	11805826
YNL025C	YGL151W	SSN8	NUT1	Affinity Capture-MS	Gavin AC et al	11805826
YNL025C	YNL236W	SSN8	SIN4	Affinity Capture-MS	Gavin AC et al	11805826
YNL025C	YCR081W	SSN8	SRB8	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YPR057W	STO1	BRR1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YLR226W	STO1	BUR2	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YDR225W	STO1	HTA1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YLR347C	STO1	KAP95	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YFL003C	STO1	MSH4	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YPL190C	STO1	NAB3	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YNL251C	STO1	NRD1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YKL012W	STO1	PRP40	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YDR235W	STO1	PRP42	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YNL139C	STO1	RLR1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YML049C	STO1	RSE1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YJL080C	STO1	SCP160	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YLR430W	STO1	SEN1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YPR161C	STO1	SGV1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YGR074W	STO1	SMD1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YLR275W	STO1	SMD2	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YLR147C	STO1	SMD3	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YGR013W	STO1	SNU71	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YCL037C	STO1	SRO9	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YNL189W	STO1	SRP1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YGR162W	STO1	TIF4631	Affinity Capture-MS	Gavin AC et al	11805826
YGR162W	YMR125W	TIF4631	STO1	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YGL049C	STO1	TIF4632	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YDL175C	STO1	AIR2	Affinity Capture-MS	Gavin AC et al	11805826
YMR125W	YKL214C	STO1	YRA2	Affinity Capture-MS	Gavin AC et al	11805826
YGL022W	YEL002C	STT3	WBP1	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YDL171C	SUA7	GLT1	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YBR086C	SUA7	IST2	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YMR309C	SUA7	NIP1	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YOR361C	SUA7	PRT1	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YBR079C	SUA7	RPG1	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YMR146C	SUA7	TIF34	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YDR429C	SUA7	TIF35	Affinity Capture-MS	Gavin AC et al	11805826
YPR086W	YPR041W	SUA7	TIF5	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YHR015W	SUP35	MIP6	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YOR150W	SUP35	MRPL23	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YPL190C	SUP35	NAB3	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YNL251C	SUP35	NRD1	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YPL237W	SUP35	SUI3	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YBR143C	SUP35	SUP45	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YDR172W	SUP45	SUP35	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YOR069W	SUP35	VPS5	Affinity Capture-MS	Gavin AC et al	11805826
YDR172W	YML117W	SUP35	NAB6	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YMR012W	SUP45	CLU1	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YLR429W	SUP45	CRN1	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YHL030W	SUP45	ECM29	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YER110C	SUP45	KAP123	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YBR136W	SUP45	MEC1	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YBR084W	SUP45	MIS1	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YLR371W	SUP45	ROM2	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YPR010C	SUP45	RPA135	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YPL083C	SUP45	SEN54	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YIL129C	SUP45	TAO3	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YDL058W	SUP45	USO1	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YBL004W	SUP45	UTP20	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YJL016W	SUP45	YJL017W	Affinity Capture-MS	Gavin AC et al	11805826
YBR143C	YLR386W	SUP45	VAC14	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YDR448W	TAF1	ADA2	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YMR012W	TAF1	CLU1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YKL201C	TAF1	MNN4	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YMR005W	TAF1	TAF4	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YHR023W	TAF1	MYO1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YDL014W	TAF1	NOP1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YPL235W	TAF1	RVB2	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YNL236W	TAF1	SIN4	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YMR236W	TAF1	TAF9	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YML015C	TAF1	TAF11	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YPL011C	TAF1	TAF3	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YGL112C	TAF1	TAF6	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YGR274C	TAF6	TAF1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YDR145W	TAF1	TAF12	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YBR198C	TAF1	TAF5	Affinity Capture-MS	Gavin AC et al	11805826
YBR198C	YGR274C	TAF5	TAF1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YPL128C	TAF1	TBF1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YKR001C	TAF1	VPS1	Affinity Capture-MS	Gavin AC et al	11805826
YGR274C	YDR496C	TAF1	PUF6	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YOR174W	TAF13	MED4	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YMR005W	TAF13	TAF4	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YGR274C	TAF13	TAF1	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YMR236W	TAF13	TAF9	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YDR167W	TAF13	TAF10	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YML015C	TAF13	TAF11	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YPL011C	TAF13	TAF3	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YGL112C	TAF13	TAF6	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YDR145W	TAF13	TAF12	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YMR227C	TAF13	TAF7	Affinity Capture-MS	Gavin AC et al	11805826
YML098W	YBR198C	TAF13	TAF5	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YDR448W	TAF10	ADA2	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YGR252W	TAF10	GCN5	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YDL006W	TAF10	PTC1	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YOR151C	TAF10	RPB2	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YDL140C	TAF10	RPO21	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YOL148C	TAF10	SPT20	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YBR081C	TAF10	SPT7	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YMR236W	TAF10	TAF9	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YGL112C	TAF10	TAF6	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YDR167W	TAF6	TAF10	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YDR145W	TAF10	TAF12	Affinity Capture-MS	Gavin AC et al	11805826
YDR167W	YBR198C	TAF10	TAF5	Affinity Capture-MS	Gavin AC et al	11805826
YBR198C	YDR167W	TAF5	TAF10	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YDR448W	TAF6	ADA2	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YGR252W	TAF6	GCN5	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YDR044W	TAF6	HEM13	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YGR264C	TAF6	MES1	Affinity Capture-MS	Gavin AC et al	11805826
YGL112C	YDR176W	TAF6	NGG1	Affinity Capture-MS	Gavin AC et al	11805826
